Clave_Ent,Entidad,Cve. Municipio,Municipio,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
9,Ciudad de México,9003,Coyoacán,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,1,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,2,1,2,1,2,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,0,0,0,1,,,,,,
9,Ciudad de México,9003,Coyoacán,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,2,6,7,7,4,4,,,,,,
9,Ciudad de México,9003,Coyoacán,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,32,37,29,20,35,44,,,,,,
9,Ciudad de México,9003,Coyoacán,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,62,75,79,75,91,90,,,,,,
9,Ciudad de México,9003,Coyoacán,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,4,5,2,7,6,11,,,,,,
9,Ciudad de México,9003,Coyoacán,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,1,1,0,0,2,2,,,,,,
9,Ciudad de México,9003,Coyoacán,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,64,53,72,53,67,42,,,,,,
9,Ciudad de México,9003,Coyoacán,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,8,5,6,5,0,3,,,,,,
9,Ciudad de México,9003,Coyoacán,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,16,22,24,11,19,27,,,,,,
9,Ciudad de México,9003,Coyoacán,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,1,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,51,48,40,63,41,45,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,1,1,2,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,1,0,0,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,1,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,2,2,3,2,1,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,0,0,1,1,5,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,1,2,3,2,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,2,14,8,8,8,6,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,1,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,10,4,3,2,2,2,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0,1,0,2,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0,3,0,4,2,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,1,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,3,0,5,4,1,3,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,3,11,11,6,8,8,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,2,2,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,3,2,2,5,3,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,2,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0,0,0,0,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo a casa habitación,Con violencia,0,0,2,0,2,2,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo a casa habitación,Sin violencia,11,11,15,15,12,13,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,2,3,4,1,0,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,11,3,7,6,6,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,1,1,2,1,2,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de autopartes,Sin violencia,1,6,5,4,1,2,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo a transportista,Con violencia,1,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,5,12,6,5,3,12,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,4,4,2,3,5,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,1,1,0,1,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0,1,0,0,2,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,1,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,1,1,0,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,1,0,2,2,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo en transporte individual,Con violencia,1,2,3,7,2,4,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo a negocio,Con violencia,5,6,6,3,7,3,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo a negocio,Sin violencia,35,36,31,18,19,29,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Otros robos,Con violencia,3,0,1,0,3,2,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Robo,Otros robos,Sin violencia,35,44,44,28,34,34,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Fraude,Fraude,Fraude,17,23,23,21,25,19,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,3,7,8,8,4,6,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Extorsión,Extorsión,Extorsión,2,2,0,0,0,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,18,23,21,23,20,12,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Despojo,Despojo,Despojo,15,9,3,7,3,3,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,9,8,7,12,3,12,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La familia,Violencia familiar,Violencia familiar,Violencia familiar,34,28,48,34,62,48,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,0,0,0,1,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0,0,1,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,1,0,1,0,2,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,2,0,1,1,2,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,5,5,3,2,4,2,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,18,15,18,11,17,10,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,2,1,2,3,1,4,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,1,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,0,1,0,0,1,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,10,12,11,16,9,9,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,1,3,2,4,1,2,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,29,22,18,5,3,10,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9004,Cuajimalpa de Morelos,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,22,31,22,17,17,15,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,18,12,16,13,26,15,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,4,0,2,1,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,1,5,0,1,1,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,2,0,2,0,0,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,5,1,6,6,4,2,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,28,22,21,24,37,14,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,14,20,17,18,0,15,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,26,23,34,31,41,32,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,1,0,3,0,0,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,30,37,34,40,34,30,,,,,,
9,Ciudad de México,9005,Gustavo A. Madero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,8,9,11,10,10,6,,,,,,
